timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1627581218028,174,HTTP Request Poster Img,200,OK,Thread Group 1-14,bin,true,,80733,163,50,50,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,97,0,55
1627581218029,173,HTTP Request Poster Img,200,OK,Thread Group 1-10,bin,true,,80733,163,50,50,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,96,0,54
1627581218028,203,HTTP Request Poster Img,200,OK,Thread Group 1-50,bin,true,,80733,163,48,48,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,104,0,67
1627581218030,201,HTTP Request Poster Img,200,OK,Thread Group 1-46,bin,true,,80733,163,48,48,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,102,0,65
1627581218030,205,HTTP Request Poster Img,200,OK,Thread Group 1-24,bin,true,,80733,163,46,46,http://sustentable-poster-pre.flow.com.ar/img/default/10007206.jpg,104,0,66
1627581218026,220,HTTP Request Poster Img,200,OK,Thread Group 1-25,bin,true,,140157,163,45,45,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,99,0,57
1627581218029,233,HTTP Request Poster Img,200,OK,Thread Group 1-40,bin,true,,140157,163,44,44,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,97,0,54
1627581218029,250,HTTP Request Poster Img,200,OK,Thread Group 1-42,bin,true,,140157,163,43,43,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,96,0,66
1627581218029,266,HTTP Request Poster Img,200,OK,Thread Group 1-20,bin,true,,140157,163,42,42,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,103,0,67
1627581218026,269,HTTP Request Poster Img,200,OK,Thread Group 1-39,bin,true,,140157,163,42,42,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,105,0,70
1627581218028,336,HTTP Request Poster Img,200,OK,Thread Group 1-44,bin,true,,262300,163,40,40,http://sustentable-poster-pre.flow.com.ar/img/default/10009493.jpg,98,0,55
1627581218028,343,HTTP Request Poster Img,200,OK,Thread Group 1-45,bin,true,,255880,163,39,39,http://sustentable-poster-pre.flow.com.ar/img/default/10010188.jpg,97,0,55
